Miller	351																																																																										
Milling	431																																																																										
Minkelberg	35																																																																										
Minkenberg	397																																																																										
Minne	226	344																																																																									
Misztrick	265																																																																										
Mitschke-Collande von	104	113	123																																																																								
Modagliani	278																																																																										
Modersohn	419	431																																																																									
Modersohn, Paula	285																																																																										
Modersohn-Becker	56	68	123	153	180	235	245	266	285	328	339	352	359	378	400	409	431	473																																																									
Moholy-Nagy	161	180	292	293	431																																																																						
Mohr	52																																																																										
Mojilewski																																																																											
Moll	8	35	60	67	92	180	214	266	378	445	460																																																																
Moll, O	23																																																																										
Molnar	405																																																																										
Molzahn	23	60	67	68	99	140	161	180	181	237	328	364	453																																																														
Monda Mistrick	278																																																																										
Mondrian	293																																																																										
Montanari	35																																																																										
Monticelli	214																																																																										
Moor	389																																																																										
More	278																																																																										
Morgenthaler	378																																																																										
Morgner	51	99	140	151	161	181	266	297	328	378	400	412	424	425	465																																																												
Mögelin	431																																																																										
Möller	35	47	318																																																																								
Mrozzewsky	181																																																																										
Muche	43	60	70	96	161	293	329	379	473																																																																		
Mueller	344																																																																										
Munch	24	35	47	56	104	181	214	266	285	293	297	318	329	359	360	379	389	405	420	445	453																																																						
Mühsam	60																																																																										
Müller	35	43	60	68	70	87	113	140	226	245	266	393	305	316	364	378	379	409	431	440																																																							
Müller, Albert	181	239	440																																																																								
Müller-Basel	56																																																																										
Müller, B	104																																																																										
Müller, Ewald	232																																																																										
Müller, GA	104	232																																																																									
Müller, Hans	56																																																																										
Müller, KA	352																																																																										
Müller, Otto		23	35	47	52	78	96	104	113	123	140	161	162	181	214	245	285	313	318	329	352	359	394	397	409	420	460	473	478																																														
Müller-Gräfe	8	78	87	113	123	453	478																																																																				
Münch	140																																																																										
Myrtek	45																																																																										
Naager	389																																																																										
Nagel	35	44	239	431	465	473																																																																					
Nantke	465	473																																																																									
Nass, W	278	279																																																																									
Nauen	7	36	78	92	96	99	151	162	181	214	226	267	293	318	329	345	352	360	364	379	397	398	406	420	445	460	473																																																
Nay	36	285	360	473																																																																							
Nägele	379																																																																										
Nebel																																																																											
Neidhardt	8																																																																										
Nehmert	420																																																																										
Nehrling	453																																																																										
von Nemes	406																																																																										
Nerlich	36	60	70																																																																								
Nerlinger	44																																																																										
Nesch	24	70	105	247	266	267	279	360	440	445	474																																																																
Nestle	420																																																																										
Neu	420																																																																										
Neumann	313	364	406																																																																								
Neumann-Hegenbarth	214	229																																																																									
Niechiol	400																																																																										
Niedick	400																																																																										
Niemeyer und andere	87	318																																																																									
Niemeyer-Holstein	151																																																																										
Niestrath	239	400	462																																																																								
Nikodem	406																																																																										
Nitsche-Nietsche	352																																																																										
Nitschke	285	293																																																																									
Noack	60																																																																										
Noether	379																																																																										
Nolde	24	36	47	48	56	70	71	78	87	88	92	96	104	105	113	123	141	162	181	182	183	184	185	186	187	188	189	190	191	200	214	215	235	239	245	246	267	268	279	286	293	297	305	308	313	318	319	329	339	340	345	352	360	364	368	379	386	390	394	398	409	414	420	440	445	453	460	474	478						
Nowak	56	406																																																																									
Nölken	267	379																																																																									
Nyssen	151																																																																										
Oberhoff	474																																																																										
Oberländer	414	423																																																																									
Ockert	105																																																																										
Oeltjen	99	226	293	409																																																																							
Oepts	99																																																																										
Oertel	8																																																																										
Oeser	222	379																																																																									
Ohly	215																																																																										
Olms	141																																																																										
Oltmann	229																																																																										
Opfermann	268																																																																										
Ophey	7	99	141	142	151	191	283	401																																																																			
Oppenberg	99	412																																																																									
Oppenheim	368																																																																										
Oppenheimer	44	96	286	474																																																																							
Orban	406																																																																										
Orlowski	232																																																																										
Otto (Willi)	36	313	379	420																																																																							
Overhoff	36																																																																										
Paatz	151																																																																										
Pajer-Gartegen	114																																																																										
Paling	142	191	226	293	462	465	474																																																																				
Pallmann	218																																																																										
Panitza	406																																																																										
Panizza	390																																																																										
Pankok	99	114	142	191	215	232	239	380	401	412																																																																	
Pape	401	412																																																																									
Partikel	36	294	406																																																																								
Pascin	24	37	56	105	268	294	406	420	445																																																																		
Passow	52																																																																										
Pauli	24	191	380																																																																								
Patko	406																																																																										
Payer	453																																																																										
Pechstein	8	24	25	37	44	48	56	71	78	79	88	93	94	96	105	114	124	142	151	162	163	191	192	215	226	236	246	247	268	269	286	294	308	313	315	316	319	329	333	340	345	352	364	368	380	386	398	409	420	440	460	465	474	478																					
Pellegrini	192	390																																																																									
Pels-Leusden	462																																																																										
Perpéet	345																																																																										
Peschel	232																																																																										
Peters	99	294	412																																																																								
Petersen	462																																																																										
Pfeiffer-Calw	142	329																																																																									
Pfeiffer.Wat(d)enphuhl	37	163	192	380	421	460	465	474																																																																			
Philipp	37																																																																										
Philippi	329	453	474																																																																								
Picasso	56	215	294	313	329	333	380	421	445	460	474																																																																
Pieper	142	151	192																																																																								
Pietschmann	163																																																																										
Pietzsch	406																																																																										
Pigage	380																																																																										
Pissarro	474																																																																										
Platte	192	465	466	475																																																																							
Plenk	390																																																																										
Pochoir	88																																																																										
Poehl	463																																																																										
Pohl	364																																																																										
Pohle	286	390																																																																									
Poll	88																																																																										
Porep	294																																																																										
Poverina	294																																																																										
Prampolini	478																																																																										
Preiss	368																																																																										
Pudlich	142	380																																																																									
Pollack	203	215																																																																									
Pramolini	305																																																																										
Prechner	329	330																																																																									
Preiser	294																																																																										
Protzen-Kundmüller	390																																																																										
Purmann	335																																																																										
Purrmann	37	44	71	215	222	307	308	330	380	390	406	440	478																																																														
Pütz	315																																																																										
R.A.	305																																																																										
Rabinowitsch	380	475																																																																									
Rabus	88																																																																										
Radziwill	37	192	247	248	279	340	364	410	475																																																																		
Radziwill-Niemeyer	248																																																																										
Ramsdorf	463																																																																										
Rasch	411																																																																										
Rasmussen	286																																																																										
Rathenau	215																																																																										
Rathlef-Keilmann	308																																																																										
Rauh, (M)	396	406																																																																									
Räderscheidt	7	330	345	466																																																																							
Reder	440																																																																										
Rederer	151																																																																										
Redon	57																																																																										
Redslob-Hanf	163																																																																										
Rée	57																																																																										
Rehn	48																																																																										
Reichel	192	309	330																																																																								
Reichmann	93																																																																										
Reifenstuel	143																																																																										
Reimann	294																																																																										
Reiner	88	239	441																																																																								
Reinhardt	79	330																																																																									
Reissmann	143																																																																										
Rendfordt	401	412																																																																									
Reuoult	57																																																																										
Reymann	7	226																																																																									
Richter	105	114	192	232	294	305																																																																					
Rickert	37																																																																										
Riedlin	222																																																																										
Riester	222																																																																										
Rimmeck	340																																																																										
Ringelnatz	37																																																																										
Ritschel	232																																																																										
Ritschl	460																																																																										
Ritter	410																																																																										
Roeder	313																																																																										
Rodulphi	294																																																																										
Roel	454																																																																										
Röntgen	466	475																																																																									
Roesch	309																																																																										
Roesler	96																																																																										
Rohlfs	25	37	38	48	71	72	79	88	99	105	114	124	143	151	164	192	193	194	215	226	239	240	241	246	283	286	294	297	305	319	320	330	340	345	353	360	364	380	381	394	398	399	401	410	412	414	421	425	441	453	454	460	462	475	478																				
Ronig	330																																																																										
Rose	286	406																																																																									
Rotthaler	390																																																																										
Rounault	251																																																																										
Roux	421																																																																										
Röhl	163	237	294	305	454																																																																						
Rö(h)richt ???	37	44	226	406	412																																																																						
Röse	151																																																																										
Rösler	390	406																																																																									
Rössing	57	101	163																																																																								
Rössler	105																																																																										
von Ruckdeschel	478																																																																										
Rudolph	11	25	72	79	88	105	114	124	222	232	381	475	479																																																														
Ruppert	368																																																																										
Rupprecht	151																																																																										
Rübsam	143	294	413																																																																								
Rück	365																																																																										
Rüter	268	294																																																																									
Rysselberghe	345																																																																										
Sabata	445																																																																										
Sagewka	48																																																																										
Salvado	381																																																																										
Samuel	194																																																																										
Sarmatzki	479																																																																										
Sarvey	445																																																																										
Sass	265																																																																										
Sebba	226	294	340																																																																								
Seché	330																																																																										
Seckendorff von	53	270																																																																									
Seehaus	7	88	143	330	345	365	461																																																																				
Seewald	72	96	99	143	164	194	226	237	270	330	334	353	360	381	390	395	445	475	479																																																								
Seepolt	151																																																																										
Segall	38	44	79	114	124	164	165	194	222	305	381																																																																
Sehaus-Klabund	194																																																																										
Serna de la	38																																																																										
Seidel	72																																																																										
Seiffert-Wattenberg	286	295																																																																									
Seip	203																																																																										
Seiwert	330	331	345																																																																								
Severin-Düx	331																																																																										
Severeni	295																																																																										
Sicke	99																																																																										
Siegfried	100	226																																																																									
Sieloff	44																																																																										
Sievert	241																																																																										
Signac	38																																																																										
Sinkwitz	9																																																																										
Sironi	38																																																																										
Simon	143																																																																										
Sintenis	38	57	143	165																																																																							
Sittig	320																																																																										
Skade	106																																																																										
Slevogt	38																																																																										
Slutzky	279	280																																																																									
Sohl	381																																																																										
Sohn	143																																																																										
Sohn-Rethel	283																																																																										
Sohns	286																																																																										
Sommer	52																																																																										
Söndergaard	38	360																																																																									
Sonnet	421																																																																										
Soucek	88																																																																										
Spahn	411																																																																										
Speck	365																																																																										
Sperling	232																																																																										
Spiegel	390	441																																																																									
Spieker	475																																																																										
Sprauer	232																																																																										
Sprick	226	466																																																																									
Szadurska	335																																																																										
Szobotka	406																																																																										
Schabbon	48																																																																										
Schaff	72																																																																										
Schaefer A.E.	194	226	295																																																																								
Schaefler	165	246	295	331	381	395																																																																					
Schäfer	413	475	476																																																																								
Schaffer	79	165																																																																									
Schaller	381																																																																										
Schames	203	215																																																																									
Schamoni	241	345																																																																									
Schanze, A	124																																																																										
Schardt	143																																																																										
Scharf	334	394																																																																									
Scharff	9	38	96	114	143	165	259	270	259	313	331	381	391	421	441	445	476																																																										
Scharl	390	406																																																																									
Schaurte	461																																																																										
Scheele	151	232	233	345																																																																							
Scheerer	233	381																																																																									
Scheffels	381																																																																										
Scheffer	233																																																																										
Scheibe	88																																																																										
Scheidler	48																																																																										
Scheil	203																																																																										
Scheli	105																																																																										
Schelfhout	38	345																																																																									
Schenk	414																																																																										
Schenzig	309																																																																										
Scheper	454																																																																										
Scheu	105																																																																										
Schiele	115	143	194	241	381	476																																																																					
Schindler	313																																																																										
Schiestl	259																																																																										
Schiller	44																																																																										
Schinnerer	79	226																																																																									
Schirrmacher	270	271																																																																									
Schlangenhausen	227																																																																										
Schleicher	100143																																																																										
Schlemmer	38	60	72	88	97	105	165	194	195	280	295	331	381	382	441	461																																																											
Schlenzig	38	88	101	421																																																																							
Schlichter	25	38	44	222	313	382	421	476																																																																			
Schlief	425																																																																										
Schmialek	45																																																																										
Schmid	51	151	195	382	466																																																																						
Schmidt	151	441																																																																									
Schmidt, Gustav	105	124	479																																																																								
Schmidt-Niechiol	144	216	466																																																																								
Schmidt-Rottluff	25	26	38	39	48	52	57	72	73	79	80	88	89	90	105	115	124	125	144	165	195	196	216	218	246	271	280	295	305	309	313	320	321	331	340	341	345	353	361	365	511	382	390	395	399	406	410	414	421	432	441	454	461	466	476	479																			
Schmidt-Steinpleis	479																																																																										
Schmitz	227	331																																																																									
Schmolling	295																																																																										
Schnarrenberger	166	222	382	383																																																																							
Schnegg	476																																																																										
Schneider	166																																																																										
Schneiders	151	286																																																																									
Schneider und Kainer	44																																																																										
Schnell	341																																																																										
Schobinger	441																																																																										
Scholz	39	44	73	90	105	144	166	313	314	331	345	383	421																																																														
Schott	100	233	248	361																																																																							
Schöllgen	144																																																																										
Schrader	222																																																																										
Schrag	80	81	90	105	115	166	353																																																																				
Schramm	100																																																																										
Schrammen	216																																																																										
Schreiber	39	194																																																																									
Schreier	73																																																																										
Schreihage	90																																																																										
Schreiner	144	476																																																																									
Schreyer	331																																																																										
Schrimpf	26	39	57	60	100	115	166	227	237	272	306	383	390	461																																																													
Schroers	144																																																																										
Schröder	144	406																																																																									
Schrotter	361																																																																										
Schubert	39	90	106	125	144	476																																																																					
Schuftan	60	73																																																																									
Schuh	476																																																																										
Schulsinger	73																																																																										
Schulte	286																																																																										
Schulte im Hof	144																																																																										
Schultze-Sölde	100	144	151	152	196	283	401	461																																																																			
Schulze	295	413	476																																																																								
Schulze-Walbaum	57																																																																										
Schumacher-Salig	144																																																																										
Schülein	57																																																																										
Schüler	106	116																																																																									
Schwalbach	390																																																																										
Schwammberger	446																																																																										
Schwarz	44	60																																																																									
Schwarzkopf	144																																																																										
Schwemer	272																																																																										
Schwerdtfeger	463																																																																										
Schwesig	90	144	145	227	466																																																																						
Schwichtenberg	406																																																																										
Schwimmer	353																																																																										
Schwippert	152																																																																										
Schwitters	39	73	125	295	383	421	461																																																																				
Starke	100	145	216	227																																																																							
Staudt	476																																																																										
Steck	227																																																																										
Srecker	7																																																																										
Stegemann	73	233	272	273	280	320	321	365	476	477																																																																	
Stegmann	39																																																																										
Steger	39	44	241	383																																																																							
Steib	233																																																																										
Steiger	446																																																																										
Stein	81	90	455																																																																								
Steiner	227																																																																										
Steinhagen	273																																																																										
Steinhardt	97	145	353																																																																								
Steinitz	296																																																																										
Steinkühler	48																																																																										
Stemmler	441																																																																										
Stenner	48	441																																																																									
Sterl	106	145																																																																									
Stermann	152																																																																										
Stern	97	145	216																																																																								
Stiefel	477																																																																										
Stiller	60																																																																										
Stitzel	383																																																																										
Stocké	145																																																																										
Stockmann	296																																																																										
Stoermer	196	365																																																																									
Störrn	315																																																																										
Sträme	365																																																																										
van Straten	296																																																																										
Stratmann	286																																																																										
Straube	196	383																																																																									
Straussfeld	233																																																																										
Strecker	145	446																																																																									
Streib	407																																																																										
Strick	73																																																																										
Strübe	222																																																																										
Stryi	60																																																																										
Stuckenberg	73	306	410																																																																								
Sturm	145																																																																										
Sturzkopf	100																																																																										
Stüber	152																																																																										
Stüver	331																																																																										
Tagore	39																																																																										
Tanck	145	273																																																																									
Tappert	100	145	196	309																																																																							
Tegtmeier	353	401	410																																																																								
Teuber	152	233																																																																									
Tentsch	390																																																																										
Teutsch	145	233	390	455																																																																							
Teuwen	345																																																																										
Thalheimer	390	396																																																																									
Thalmann	166																																																																										
Thesing	93	100	145																																																																								
Thielliére	296																																																																										
Thoms	273	286																																																																									
Thöny	390																																																																										
Thorn-Prikker	241																																																																										
Thuar	365																																																																										
Thuemer	390																																																																										
Thum	196	365																																																																									
Thylmann	145	345	461																																																																								
Tietz	125																																																																										
Tilgner	227	413																																																																									
Tinzmann	246																																																																										
Tischler	97																																																																										
Togtmeyer	296																																																																										
Tombrock	7	93	100	145	216	296	366	462																																																																			
Topp	73	332	401	461	466																																																																						
Tour Donas	296																																																																										
Tränkler	145																																																																										
Tratl	203																																																																										
Trenkler	145																																																																										
Trepte	106																																																																										
Trillhase	145																																																																										
Troende	407																																																																										
Troendle	222	316	390																																																																								
Tröger	9	106	116																																																																								
Troschel	39	90	309																																																																								
Trudel	366	455																																																																									
Trumpfheller	216																																																																										
Tschech	145	146																																																																									
Tschirmer	196																																																																										
Tuch	246	366																																																																									
Tucholski	196	233																																																																									
Tuxhorn	48	227																																																																									
Tügel	10	273																																																																									
Uhden	73	421																																																																									
Unhold	90	146	227																																																																								
Unold	273	309	320	353	390	421	441	446	455																																																																		
Unruh	216																																																																										
Uphoff	57	58	227	366	383	401																																																																					
Urach	441																																																																										
Urbach	197																																																																										
Urschbach	287	391																																																																									
Uzarski	146																																																																										
Vaclac Vytlaciel	100																																																																										
Vallaton	345																																																																										
Verch	44																																																																										
Verlag des Kreises (Nürnberg)	407																																																																										
Vetter	477																																																																										
Viegener	26	39	49	51	100	166	197	242	296	401	425	466	477																																																														
Villon	421																																																																										
Vinecky	461																																																																										
Vivin	216																																																																										
Vlaminck de	146	197	273	332	413	421	446	477																																																																			
Vock	383																																																																										
Vocke	73																																																																										
Voelker	39																																																																										
Vogerl	366																																																																										
Vogt	58																																																																										
Voigt	146	353	354	383																																																																							
Voll	26	39	73	81	106	115	125	126	341	421	422																																																																
Vordemberge-Gildenwart	287	296	411																																																																								
Völker	366																																																																										
Vytlacil	345																																																																										
Wach	166																																																																										
Wachlmeier	166																																																																										
Wacker	446																																																																										
Wadephuhl	60																																																																										
Wagner	455																																																																										
Waldschmidt	309	383																																																																									
Walser	26	332																																																																									
Walther	166																																																																										
Walther-Erfurt	166																																																																										
Waske	39	44	273																																																																								
Wauer, William	60	332																																																																									
Weber	7	106	146	152	227	332	477																																																																				
Wecus	146																																																																										
Wedekind	228																																																																										
Wegner	287																																																																										
Weidmüller	203	216																																																																									
Weihers	152																																																																										
Weinzheimer	146	152	477																																																																								
Weisbach-Zehm	115																																																																										
Weischet	477																																																																										
Weiss	106																																																																										
Weissgerber	273	287	316	366	383	422																																																																					
Weisskopf	126																																																																										
Weiss-Planegg	216																																																																										
Weisz	197	199																																																																									
Weiwert	466																																																																										
Wellershaus	477																																																																										
Wenzel	422																																																																										
Werner	106																																																																										
Wessel	401																																																																										
Wessel-Zumloch	233																																																																										
Westermeyer	391																																																																										
Westhäuser	49	227																																																																									
Westmayr	199																																																																										
Wetterrath	199																																																																										
Wetzel	39	49																																																																									
Wetzel-Schubert	49																																																																										
Wex	320																																																																										
Weyrich	355																																																																										
Wichmann-Dobbert	126																																																																										
Wiebus	146																																																																										
Wiegels	146																																																																										
Wienberg	273																																																																										
Wiethüchter	39	147																																																																									
Wild	203																																																																										
Wildemann	233																																																																										
Wildermann	100																																																																										
Wilhelm	234																																																																										
Wilhelm, H	233	234																																																																									
Wilke	407																																																																										
Willings	242																																																																										
Willuda	407																																																																										
Wimmer	97																																																																										
Winkler	11	106	115	116	126	234	296	354	410																																																																		
Winter	280	296																																																																									
Wirsching	345	346																																																																									
Wissel	39																																																																										
Witt	274																																																																										
Witte	58																																																																										
Wittig	147																																																																										
Wittmer	222																																																																										
Wohlgemut	217	354																																																																									
Wöhlk	274																																																																										
Wölke	274																																																																										
Wollheim	40	147	332	346																																																																							
Wolf	361																																																																										
Wolf (G.H.)	73	199	234	274	280	281	282	332	461	466																																																																	
Wolff, Walther	477																																																																										
Wolfgang	228																																																																										
Worringer	152																																																																										
Wöbske	274																																																																										
Wöhlk	320	321																																																																									
Wölke	274																																																																										
Wörlen	309																																																																										
Wrage	282																																																																										
Wrampe	384																																																																										
Wünsche	126																																																																										
Wüsten	11	74	106	229	274																																																																						
Wüster	466																																																																										
Zaborski Wahlstätten	234																																																																										
Zabotin	222	314	384																																																																								
Zachmann	384																																																																										
Zahn	152																																																																										
Zalisz	354																																																																										
Zähringer	167	222																																																																									
Zeiss	167																																																																										
Zeller	44	222	384	446	479																																																																						
Zeppenfeld	282																																																																										
Zerbe	40	115	296	309	391																																																																						
Zerber	147																																																																										
Zeuthen-Seehaus	40																																																																										
Zethmeyer	234																																																																										
Ziegler	346																																																																										
Zilken	234																																																																										
Zille	90	296																																																																									
Zimmermann	391																																																																										
Zinck	384																																																																										
Zolisz	228																																																																										
Zolnhofer	309	422																																																																									
Verfemte	9	40	48	49	52	73	90	97	100	106	125	146	148	152	161	167	197	203	216	234	235	241	242	246	249	273	280	287	296	315	320	322	332	341	345	361	366	421	422	455	456	477																																	
